2015-2016;2016-2017;2017-2018;Académie;Adresse;Appellation officielle;Code département;Code postal;Commune;Département;Etat établissement;Latitude;Lieu dit;Longitude;Nombre d'élèves 2015-2016;Nombre d'élèves 2016-2017;Nombre d'élèves 2017-2018;Numéro d'école;Patronyme uai;Secteur d'enseignement;code région;libellé région;POPULATION;Inférieur à 500 hab ?;Inférieur à 2000 habs;Inférieur à 10000 habs
yes;no;no;POITIERS;Rue des écoles;Ecole Jean Rostand;;16100.0;Javrezac;;;;;;32.0;;;0160892H;;PUBLIC;75;Nouvelle-Aquitaine;605;0;1;1
yes;no;no;POITIERS;11 Route du Pineau;Ecole élémentaire de Chenac-Saint-Seurin-d'Uzet;;17120.0;Chenac-Saint-Seurin-d'Uzet;;;;;;21.0;;;0170899K;;PUBLIC;75;Nouvelle-Aquitaine;582;0;1;1
yes;yes;no;CLERMONT-FERRAND;Route de Lezoux;Ecole Pont Astier;;63190.0;Orléat;;;;;;122.0;119.0;;0630592B;;PUBLIC;84;Auvergne-et-Rhône-Alpes;2081;0;0;1
yes;no;no;AIX-MARSEILLE;Hameau de mas Thibert;Ecole maternelle Marinette Carletti;;13104.0;Arles;;;;;;54.0;;;0132749T;;PUBLIC;93;Provence-Alpes-Côte-d'Azur;52566;0;0;0
yes;yes;no;CLERMONT-FERRAND;Rue Emile Zola;Ecole maternelle Emile Zola;;63300.0;Thiers;;;;;;73.0;74.0;;0631515E;;PUBLIC;84;Auvergne-et-Rhône-Alpes;11308;0;0;0
yes;yes;no;CLERMONT-FERRAND;4 rue de la Porte du Vent;Ecole maternelle de Dallet;;63111.0;Dallet;;;;;;61.0;49.0;;0631749J;;PUBLIC;84;Auvergne-et-Rhône-Alpes;1452;0;1;1
yes;no;no;CAEN;Le bourg;Ecole élémentaire d'Ellon;;14250.0;Ellon;;;;;;25.0;;;0140131S;;PUBLIC;28;Normandie;476;1;1;1
yes;no;no;CAEN;Place de la République;Ecole maternelle Caroline Duchemin;;14100.0;Lisieux;;;;;;97.0;;;0140513G;;PUBLIC;28;Normandie;21132;0;0;0
yes;no;no;CAEN;Le bourg;Ecole élémentaire des Loges-Saulces;;14700.0;Les Loges-Saulces;;;;;;22.0;;;0140647C;;PUBLIC;28;Normandie;175;1;1;1
yes;no;no;CAEN;Rue Albert Camus;Ecole Albert Camus;;14110.0;Condé-sur-Noireau;;;;;;84.0;;;0141019G;;PUBLIC;28;Normandie;5244;0;0;1
yes;no;no;CAEN;Rue de la Foulerie;Ecole maternelle de la Tour aux Raines;;14500.0;Vire;;;;;;84.0;;;0141100V;;PUBLIC;28;Normandie;11597;0;0;0
yes;no;no;CAEN;917 boulevard Grande Delle;Ecole maternelle Jean Boisard;;14200.0;Hérouville-Saint-Clair;;;;;;69.0;;;0141384D;;PUBLIC;28;Normandie;21393;0;0;0
yes;yes;no;CAEN;3 rue Charlotte Herpin;Ecole maternelle Charlotte Herpin;;14700.0;Falaise;;;;;;67.0;59.0;;0141566B;;PUBLIC;28;Normandie;8343;0;0;1
yes;no;no;CAEN;Rue des écoles;Ecole maternelle de Biéville-Beuville;;14112.0;Biéville-Beuville;;;;;;119.0;;;0141656Z;;PUBLIC;28;Normandie;2747;0;0;1
yes;yes;no;AMIENS;1 rue du 11 Novembre 1918;Ecole primaire J Cozette M.Berquer;;80460.0;Ault;;;;;;76.0;75.0;;0800730J;;PUBLIC;32;Hauts-de-France;1584;0;1;1
yes;no;no;RENNES;Rue de Coet Ligne;Ecole maternelle Gourandel;;56150.0;Baud;;;;;;78.0;;;0561316B;;PUBLIC;53;Bretagne;6126;0;0;1
yes;yes;no;CAEN;7 rue Delavigne;Ecole maternelle de Clécy;;14570.0;Clécy;;;;;;58.0;54.0;;0141657A;;PUBLIC;28;Normandie;1251;0;1;1
yes;yes;no;CAEN;Route de Four;Ecole maternelle intercommunale;;14540.0;Soliers;;;;;;104.0;101.0;;0141679Z;;PUBLIC;28;Normandie;2164;0;0;1
yes;no;no;CAEN;15 Route de Bayeux;Ecole de Vaubadon;;14490.0;Vaubadon;;;;;;41.0;;;0142129N;;PUBLIC;28;Normandie;438;1;1;1
yes;no;no;CAEN;4 rue Marivaux;Ecole maternelle Jean Vilar;;14123.0;Ifs;;;;;;78.0;;;0142252X;;PUBLIC;28;Normandie;11500;0;0;0
yes;no;no;ORLEANS-TOURS;Rue de la Poterie;Ecole maternelle Tunnel Château;;18100.0;Vierzon;;;;;;78.0;;;0180286N;;PUBLIC;24;Centre-Val-de-Loire;27113;0;0;0
yes;yes;no;ORLEANS-TOURS;Rue Jean Valette;Ecole élémentaire;18.0;18200.0;Ainay-le-Vieil;Cher;OUVERT;46.66345329068646;;2.5527995758041047;12.0;;;0180414C;;PUBLIC;24;Centre-Val-de-Loire;203;1;1;1
yes;no;no;ORLEANS-TOURS;Rue du Champ de Foire;Ecole maternelle du Châtelet;;18170.0;Le Châtelet;;;;;;41.0;;;0180439E;;PUBLIC;24;Centre-Val-de-Loire;1068;0;1;1
yes;no;no;NANCY-METZ;2 rue de l'Abbé Nicolas;Ecole élémentaire de Vatimont;;57580.0;Vatimont;;;;;;19.0;;;0570360G;;PUBLIC;44;Grand-Est;319;1;1;1
yes;yes;no;NANCY-METZ;1 rue Houchard;Ecole maternelle Le Temps des Cerises;;57800.0;Rosbruck;;;;;;33.0;31.0;;0570814A;;PUBLIC;44;Grand-Est;771;0;1;1
yes;yes;no;NANCY-METZ;19 rue Pougin;Ecole maternelle d'application Pougin;;57950.0;Montigny-lès-Metz;;;;;;99.0;102.0;;0571145K;;PUBLIC;44;Grand-Est;21831;0;0;0
yes;yes;no;AMIENS;22 rue Paul Doumer;Ecole maternelle Elsa Triolet;;60000.0;Beauvais;;;;;;119.0;119.0;;0600467G;;PUBLIC;32;Hauts-de-France;55252;0;0;0
yes;yes;no;LIMOGES;Le bourg;Ecole élémentaire de Camps-Saint-Mathurin-Léobazel;;19430.0;Camps-Saint-Mathurin-Léobazel;;;;;;11.0;14.0;;0190415Y;;PUBLIC;75;Nouvelle-Aquitaine;242;1;1;1
yes;yes;no;LIMOGES;Les Buges;Ecole maternelle Les Buges;;19140.0;Uzerche;;;;;;76.0;59.0;;0190482W;;PUBLIC;75;Nouvelle-Aquitaine;2934;0;0;1
yes;yes;no;LIMOGES;Le bourg;Ecole du Chastang;;19190.0;Le Chastang;;;;;;7.0;6.0;;0190561G;;PUBLIC;75;Nouvelle-Aquitaine;372;1;1;1
yes;yes;no;DIJON;Route de Thorey sur Ouche;Ecole élémentaire RPI;;21360.0;Crugey;;;;;;28.0;25.0;;0210200D;;PUBLIC;27;Bourgogne-et-Franche-Comté;192;1;1;1
yes;yes;no;DIJON;Place de la Mairie;Ecole élémentaire RPI;;21360.0;La Bussière-sur-Ouche;;;;;;20.0;24.0;;0210304S;;PUBLIC;27;Bourgogne-et-Franche-Comté;137;1;1;1
yes;no;no;DIJON;1 Grand rue;Ecole d'Asnières-en-Montagne;;21500.0;Asnières-en-Montagne;;;;;;14.0;;;0210413K;;PUBLIC;27;Bourgogne-et-Franche-Comté;190;1;1;1
yes;yes;no;CRETEIL;56 rue Paul Vaillant Couturier;Ecole maternelle Henri Barbusse;;94140.0;Alfortville;;;;;;296.0;255.0;;0940492Z;;PUBLIC;11;Île-de-France;44818;0;0;0
yes;no;no;AMIENS;7 rue de l'école;Ecole de Wambez;;60380.0;Wambez;;;;;;17.0;;;0600921A;;PUBLIC;32;Hauts-de-France;156;1;1;1
yes;no;no;AMIENS;3 rue Edouard Branly;Ecole maternelle Georges Pompidou 1;;60200.0;Compiègne;Oise;;49.39878;;2.79271;71.0;;;0601538W;;PUBLIC;32;Hauts-de-France;40430;0;0;0
yes;no;no;DIJON;;Ecole primaire;;21130.0;Billey;Côte-d'Or;;47.14512;;5.4317;15.0;;;0211840L;;PUBLIC;27;Bourgogne-et-Franche-Comté;237;1;1;1
yes;yes;no;CLERMONT-FERRAND;Rue du 18 Juin 1940;Ecole élémentaire de Montcombroux-les-Mines;;3130.0;Montcombroux-les-Mines;;;;;;9.0;13.0;;0030360A;;PUBLIC;84;Auvergne-et-Rhône-Alpes;334;1;1;1
yes;yes;no;NANCY-METZ;11 Grande rue;Ecole primaire de Senonges;;88260.0;Senonges;;;;;;23.0;14.0;;0880445F;;PUBLIC;44;Grand-Est;125;1;1;1
yes;yes;no;NANCY-METZ;45 rue du Gras;Ecole maternelle de Parey-sous-Montfort;;88800.0;Parey-sous-Montfort;;;;;;15.0;13.0;;0880620W;;PUBLIC;44;Grand-Est;140;1;1;1
yes;yes;no;NANCY-METZ;8 rue de la Mairie;Ecole maternelle des Forges;;88390.0;Les Forges;;;;;;60.0;59.0;;0881543Z;;PUBLIC;44;Grand-Est;1953;0;1;1
yes;yes;no;DIJON;4 rue de la Mairie;Ecole de Saint-Brancher;;89630.0;Saint-Brancher;;;;;;14.0;11.0;;0890175G;;PUBLIC;27;Bourgogne-et-Franche-Comté;314;1;1;1
yes;no;no;CAEN;8 rue Pierre Neveu;Ecole maternelle Charles Perrault;;61600.0;La Ferté-Macé;;;;;;66.0;;;0610077C;;PUBLIC;28;Normandie;5661;0;0;1
yes;yes;no;CAEN;Le bourg;Ecole maternelle de Médavy;;61570.0;Médavy;;;;;;22.0;20.0;;0610200L;;PUBLIC;28;Normandie;152;1;1;1
yes;yes;no;GUADELOUPE;Rue Shoelcher;Ecole primaire Amédée Fengarol 2;;97110.0;Pointe-à-Pitre;;;;;;230.0;216.0;;9710676H;;PUBLIC;1;Guadeloupe;15826;0;0;0
yes;yes;no;MARTINIQUE;Rue Victor Schoëlcher;Ecole maternelle Gilbert Tarquin;;97214.0;Le Lorrain;;;;;;66.0;53.0;;9720207T;;PUBLIC;2;Martinique;7177;0;0;1
yes;yes;no;BESANCON;53 rue d'Alsace;Ecole maternelle Louise Michel;;90100.0;Delle;;;;;;52.0;51.0;;0900284V;;PUBLIC;27;Bourgogne-et-Franche-Comté;5818;0;0;1
yes;no;no;LILLE;80 boulevard Alexandre III;Ecole primaire Parc de la Marine;;59140.0;Dunkerque;;;;;;105.0;;;0590966E;;PUBLIC;32;Hauts-de-France;89882;0;0;0
yes;yes;no;LILLE;Avenue François Mitterrand;Ecole maternelle Groupe Philpppe-Laurent Roland;;59710.0;Pont-à-Marcq;;;;;;108.0;110.0;;0591052Y;;PUBLIC;32;Hauts-de-France;2774;0;0;1
yes;no;no;LILLE;76 rue du Président Wilson;Ecole maternelle Parc de la Marine;;59140.0;Dunkerque;;;;;;78.0;;;0590970J;;PUBLIC;32;Hauts-de-France;89882;0;0;0
yes;no;no;LILLE;245 avenue du Général Leclerc;Ecole maternelle Les jonquilles;;59330.0;Hautmont;;;;;;123.0;;;0591354B;;PUBLIC;32;Hauts-de-France;14271;0;0;0
yes;yes;no;PARIS;17 rue Alphonse Baudin;Ecole primaire Alphonse Baudin;;75011.0;Paris;;;;;;169.0;160.0;;0751217R;;PUBLIC;11;Île-de-France;153461;0;0;0
yes;no;no;LILLE;12 rue Jules Watteeuw;Ecole maternelle Marie Curie;;59223.0;Roncq;;;;;;76.0;;;0592680T;;PUBLIC;32;Hauts-de-France;13524;0;0;0
yes;no;no;LILLE;2 rue Siméon Courcot;Ecole primaire Lamartine niveau 1;59.0;59279.0;Loon-Plage;Nord;A FERMER;50.99553437777035;;2.2190645628932377;83.0;80.0;;0591679E;LAMARTINE NIVEAU 1;PUBLIC;32;Hauts-de-France;6314;0;0;1
yes;yes;no;LILLE;Rue du 14 juillet;Ecole maternelle Bracke-Desrousseaux;;59139.0;Wattignies;;;;;;110.0;119.0;;0592517R;;PUBLIC;32;Hauts-de-France;14179;0;0;0
yes;yes;no;VERSAILLES;Allée du Canada;Ecole maternelle Les Sablons;;92190.0;Meudon;;;;;;59.0;48.0;;0921519B;;PUBLIC;11;Île-de-France;45043;0;0;0
yes;yes;no;VERSAILLES;1 boulevard Aristide Briand;Ecole maternelle Aristide Briand;;92400.0;Courbevoie;;;;;;84.0;67.0;;0922053G;;PUBLIC;11;Île-de-France;85523;0;0;0
yes;yes;no;PARIS;20 rue Paul Valéry;Ecole maternelle Paul Valéry C;;75016.0;Paris;;;;;;107.0;94.0;;0751366C;;PUBLIC;11;Île-de-France;166552;0;0;0
yes;no;no;NANCY-METZ;5 Grand rue;Ecole maternelle d'Abaucourt;;54610.0;Abaucourt;;;;;;24.0;;;0540143M;;PUBLIC;44;Grand-Est;304;1;1;1
yes;yes;no;NANCY-METZ;4 bis rue Jeanne d'Arc;Ecole élémentaire du Centre;;54570.0;Foug;;;;;;63.0;51.0;;0540444P;;PUBLIC;44;Grand-Est;2668;0;0;1
yes;no;no;ROUEN;2 rue du faubourg de la Barre;Ecole élémentaire Madame de Sévigné;;76200.0;Dieppe;;;;;;88.0;;;0760388J;;PUBLIC;28;Normandie;30214;0;0;0
yes;no;no;ROUEN;618 rte de la Vallée;Ecole élémentaire Fernand Grandin;;76116.0;Saint-Denis-le-Thiboult;;;;;;17.0;;;0760457J;;PUBLIC;28;Normandie;513;0;1;1
yes;no;no;ROUEN;15 Route du Carreau;Ecole élémentaire Albert Jacquard;;76280.0;Vergetot;;;;;;16.0;;;0760662G;;PUBLIC;28;Normandie;433;1;1;1
yes;no;no;ROUEN;Route de la Mairie;Ecole élémentaire de Bertreville-Saint-Ouen;;76590.0;Bertreville-Saint-Ouen;;;;;;13.0;;;0760709H;;PUBLIC;28;Normandie;355;1;1;1
yes;no;no;ROUEN;8 rue Gustave Brindeau;Ecole élémentaire Valmy I;;76600.0;Le Havre;;;;;;129.0;;;0760843D;;PUBLIC;28;Normandie;172074;0;0;0
yes;yes;no;ROUEN;299 rue de l'Avenir;Ecole élémentaire de Criquetot-sur-Ouville;;76760.0;Criquetot-sur-Ouville;;;;;;52.0;49.0;;0761042V;;PUBLIC;28;Normandie;780;0;1;1
yes;yes;no;ROUEN;3 Route de Berville;Ecole d'Ouville-l'Abbaye;;76760.0;Ouville-l'Abbaye;;;;;;141.0;140.0;;0761052F;;PUBLIC;28;Normandie;642;0;1;1
yes;yes;no;NANCY-METZ;2 rue de la Mairie;Ecole maternelle de Vacqueville;;54540.0;Vacqueville;;;;;;17.0;14.0;;0541089R;;PUBLIC;44;Grand-Est;255;1;1;1
yes;no;no;NANCY-METZ;4 rue haute;Ecole élémentaire de Vallois;;54830.0;Vallois;;;;;;12.0;;;0541095X;;PUBLIC;44;Grand-Est;141;1;1;1
yes;no;no;NANCY-METZ;31 Grande rue;Ecole élémentaire de Xousse;;54370.0;Xousse;;;;;;16.0;;;0541188Y;;PUBLIC;44;Grand-Est;123;1;1;1
yes;no;no;NANCY-METZ;5 rue de l'Eglise;Ecole élémentaire de Bey-sur-Seille;;54760.0;Bey-sur-Seille;;;;;;23.0;;;0542107X;;PUBLIC;44;Grand-Est;155;1;1;1
yes;no;no;NANCY-METZ;16 rue André Maginot;Ecole élémentaire de Neuvilly-en-Argonne;;55120.0;Neuvilly-en-Argonne;;;;;;17.0;;;0550684V;;PUBLIC;44;Grand-Est;219;1;1;1
yes;no;no;BESANCON;Rue de la Mairie;Ecole primaire de Neuvelle-lès-la-Charité;;70130.0;Neuvelle-lès-la-Charité;;;;;;19.0;;;0700546N;;PUBLIC;27;Bourgogne-et-Franche-Comté;231;1;1;1
yes;yes;no;DIJON;1 rue Leschenault de la Tour;Ecole maternelle la Citadelle;;71100.0;Chalon-sur-Saône;;;;;;68.0;71.0;;0710169Y;;PUBLIC;27;Bourgogne-et-Franche-Comté;45166;0;0;0
yes;yes;no;DIJON;15 rue du Vilet;Ecole maternelle Mouillelongue;;71200.0;Le Creusot;;;;;;40.0;44.0;;0710180K;;PUBLIC;27;Bourgogne-et-Franche-Comté;22308;0;0;0
yes;yes;no;DIJON;12 rue Jean Bouveri;Ecole maternelle Jean de la Fontaine;;71210.0;Montchanin;;;;;;55.0;45.0;;0710211U;;PUBLIC;27;Bourgogne-et-Franche-Comté;5226;0;0;1
yes;yes;no;DIJON;Rue Danton;Ecole élémentaire Jean Macé;;71130.0;Gueugnon;;;;;;104.0;97.0;;0710369R;;PUBLIC;27;Bourgogne-et-Franche-Comté;7367;0;0;1
yes;yes;no;LILLE;192 rue de la Vallée;Ecole maternelle de Lattre de Tassigny;;59510.0;Hem;;;;;;88.0;83.0;;0594842T;;PUBLIC;32;Hauts-de-France;18721;0;0;0
yes;yes;no;BORDEAUX;Place de l'Eglise;Ecole primaire d'Osse-en-Aspe;;64490.0;Osse-en-Aspe;;;;;;12.0;15.0;;0640665A;;PUBLIC;75;Nouvelle-Aquitaine;330;1;1;1
yes;no;no;BORDEAUX;Route Départementale 918;Ecole élémentaire de Bunus;;64120.0;Bunus;;;;;;15.0;;;0640855G;;PUBLIC;75;Nouvelle-Aquitaine;153;1;1;1
yes;no;no;BORDEAUX;27 rue Euskadi;Ecole maternelle Tivoli;;64600.0;Anglet;;;;;;26.0;;;0641524J;;PUBLIC;75;Nouvelle-Aquitaine;39184;0;0;0
yes;yes;no;GUADELOUPE;Rue Paul Lacavé;Ecole primaire Alice Delacroix;;97131.0;Petit-Canal;;;;;;227.0;211.0;;9710117A;;PUBLIC;1;Guadeloupe;8057;0;0;1
yes;yes;no;LILLE;145 rue de Cassel;Ecole Albert Samain;;59640.0;Dunkerque;;;;;;121.0;109.0;;0596364X;;PUBLIC;32;Hauts-de-France;89882;0;0;0
yes;no;no;AMIENS;45 rue de l'Aunette;Ecole élémentaire de Senots;;60240.0;Senots;;;;;;25.0;;;0600150M;;PUBLIC;32;Hauts-de-France;329;1;1;1
yes;yes;no;TOULOUSE;26 rue des Pyrénées;Ecole élémentaire de Gensac;;65140.0;Gensac;;;;;;20.0;14.0;;0650181U;;PUBLIC;76;Occitanie;108;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole élémentaire de Vier-Bordes;;65400.0;Vier-Bordes;;;;;;13.0;;;0650280B;;PUBLIC;76;Occitanie;102;1;1;1
yes;no;no;TOULOUSE;1 rue Ribère;Ecole élémentaire d'Aspin-en-Lavedan;;65100.0;Aspin-en-Lavedan;;;;;;17.0;;;0650332H;;PUBLIC;76;Occitanie;267;1;1;1
yes;yes;no;TOULOUSE;Avenue de Lesponne;Ecole maternelle de Loures-Barousse;;65370.0;Loures-Barousse;;;;;;59.0;60.0;;0650699G;;PUBLIC;76;Occitanie;611;0;1;1
yes;yes;no;TOULOUSE;Rue de la Lande de Boc;Ecole maternelle Le Guerissa;;65300.0;Lannemezan;;;;;;50.0;50.0;;0650700H;;PUBLIC;76;Occitanie;5940;0;0;1
yes;yes;no;MONTPELLIER;Place de l'Ancienne Mairie;Ecole maternelle de Vernet-les-Bains;;66820.0;Vernet-les-Bains;;;;;;37.0;40.0;;0660202L;;PUBLIC;76;Occitanie;1379;0;1;1
yes;no;no;GRENOBLE;Le Chatelard;Ecole élémentaire Le Chatelard-Montvalezan;;73700.0;Montvalezan;;;;;;18.0;;;0730673K;;PUBLIC;84;Auvergne-et-Rhône-Alpes;673;0;1;1
yes;yes;no;ROUEN;Rue des Sangliers;Ecole maternelle du Canada;;27000.0;Évreux;;;;;;37.0;35.0;;0271137P;;PUBLIC;28;Normandie;49722;0;0;0
yes;yes;no;LILLE;8 rue de la Mairie;Ecole primaire RPI 39;;62810.0;Grand-Rullecourt;Pas-de-Calais;;50.25535;;2.4729900000000002;19.0;16.0;;0620489V;;PUBLIC;32;Hauts-de-France;404;1;1;1
yes;yes;no;LILLE;Rue de Versailles;Ecole maternelle Marcel Cachin;;62210.0;Avion;;;;;;68.0;67.0;;0622251K;;PUBLIC;32;Hauts-de-France;17876;0;0;0
yes;yes;no;VERSAILLES;5 allée Marco Polo;Ecole élémentaire Marco Polo;;91000.0;Évry;;;;;;133.0;127.0;;0911795G;;PUBLIC;11;Île-de-France;53237;0;0;0
yes;yes;no;VERSAILLES;2 rue des écoles;Ecole maternelle Bastard;;91730.0;Chamarande;;;;;;40.0;41.0;;0911892M;;PUBLIC;11;Île-de-France;1143;0;1;1
yes;yes;no;ORLEANS-TOURS;30 rue Emmeline;Ecole Beaumont Les Autels;;28480.0;Beaumont-les-Autels;;;;;;42.0;40.0;;0280367X;;PUBLIC;24;Centre-Val-de-Loire;435;1;1;1
yes;no;no;LILLE;23 rue de Fouquières;Ecole maternelle de Fouquereuil;;62232.0;Fouquereuil;;;;;;58.0;;;0623048B;;PUBLIC;32;Hauts-de-France;1340;0;1;1
yes;no;no;GRENOBLE;Le Quart;Ecole maternelle la Quart;;74340.0;Samoëns;;;;;;60.0;;;0741271E;;PUBLIC;84;Auvergne-et-Rhône-Alpes;2282;0;0;1
yes;no;no;GRENOBLE;Rue des écoles;Ecole maternelle de Messery;;74140.0;Messery;;;;;;88.0;;;0741411G;;PUBLIC;84;Auvergne-et-Rhône-Alpes;2153;0;0;1
yes;yes;no;RENNES;3 rue Yves Giloux;Ecole maternelle Ferdinand Buisson;;29200.0;Brest;;;;;;108.0;103.0;;0290490A;;PUBLIC;53;Bretagne;139386;0;0;0
yes;yes;no;BORDEAUX;135 avenue de la Somme;Ecole maternelle Arnaud Lafon;;33700.0;Mérignac;;;;;;132.0;147.0;;0332730N;;PUBLIC;75;Nouvelle-Aquitaine;68386;0;0;0
yes;yes;no;MONTPELLIER;Rue des écoles Republicaines;Ecole maternelle de Ganges;;34190.0;Ganges;;;;;;145.0;136.0;;0340358E;;PUBLIC;76;Occitanie;3967;0;0;1
yes;yes;no;CRETEIL;1 rue Nicolas Tappereau;Ecole maternelle Les Mezereaux 1;;77000.0;Melun;;;;;;96.0;103.0;;0771491C;;PUBLIC;11;Île-de-France;40066;0;0;0
yes;no;no;NANCY-METZ;3 allée des Tilleuls;Ecole de Plein Air écolE de Plein Air Landonvillers;;57530.0;Courcelles-Chaussy;Moselle;;49.13472;;6.38952;24.0;;;0572903W;;PUBLIC;44;Grand-Est;3054;0;0;1
yes;no;no;DIJON;Le bourg;Ecole primaire de Saint-Péreuse;;58110.0;Saint-Péreuse;;;;;;14.0;;;0580185L;;PUBLIC;27;Bourgogne-et-Franche-Comté;265;1;1;1
yes;no;no;DIJON;56 boulevard Victor Hugo;Ecole primaire Victor Hugo;;58000.0;Nevers;;;;;;112.0;;;0580341F;;PUBLIC;27;Bourgogne-et-Franche-Comté;34841;0;0;0
yes;yes;no;BORDEAUX;14 rue Alsace;Ecole maternelle d'Alsace;;64200.0;Biarritz;;;;;;59.0;59.0;;0640818S;;PUBLIC;75;Nouvelle-Aquitaine;24993;0;0;0
yes;no;no;BORDEAUX;5 rue d'Armagnac;Ecole maternelle Stanislas Lavigne;;64000.0;Pau;;;;;;48.0;;;0641053X;;PUBLIC;75;Nouvelle-Aquitaine;77575;0;0;0
yes;no;no;CAEN;19 rue Augustin Fresnel;Ecole Jacques Prévert;;61000.0;Alençon;;;;;;54.0;;;0611063Z;;PUBLIC;28;Normandie;26350;0;0;0
yes;yes;no;STRASBOURG;15 rue des Jardins;Ecole Les îles du Rhin;;68320.0;Baltzenheim;;;;;;46.0;29.0;;0680483F;;PUBLIC;44;Grand-Est;584;0;1;1
yes;yes;no;STRASBOURG;Rue des écoles;Ecole maternelle Soeur Fridoline;;68500.0;Issenheim;;;;;;79.0;58.0;;0680692H;;PUBLIC;44;Grand-Est;3457;0;0;1
yes;yes;no;STRASBOURG;6 rue Jean Montavont;Ecole maternelle Montavont;;68200.0;Mulhouse;;;;;;140.0;150.0;;0681038J;;PUBLIC;44;Grand-Est;112063;0;0;0
yes;yes;no;TOULOUSE;Avenue Jean Jaurès;Ecole élémentaire Lamartine;;65800.0;Aureilhan;;;;;;120.0;134.0;;0650218J;;PUBLIC;76;Occitanie;7959;0;0;1
yes;yes;no;TOULOUSE;2 rue Joliot Curie;Ecole élémentaire Joliot Curie;;65800.0;Aureilhan;;;;;;98.0;90.0;;0650219K;;PUBLIC;76;Occitanie;7959;0;0;1
yes;yes;no;TOULOUSE;Place Réné Escoula;Ecole élémentaire du Pic du Midi;;65200.0;Bagnères-de-Bigorre;;;;;;101.0;78.0;;0650296U;;PUBLIC;76;Occitanie;7633;0;0;1
yes;no;no;TOULOUSE;Rue Jean Zay;Ecole élémentaire Montaigu;;65600.0;Séméac;;;;;;145.0;;;0650402J;;PUBLIC;76;Occitanie;4713;0;0;1
yes;no;no;CRETEIL;213 rue Jules Ferry;Ecole élémentaire Louis Pergaud;;77480.0;Bray-sur-Seine;;;;;;89.0;;;0770064B;;PUBLIC;11;Île-de-France;2294;0;0;1
yes;yes;no;BESANCON;10 grande rue;Ecole primaire intercommunale;25.0;25340.0;Pompierre-sur-Doubs;Doubs;OUVERT;47.41746426839706;;6.523127289258772;97.0;99.0;;0251818R;INTERCOMMUNALE TRIO'MINOTS;PUBLIC;27;Bourgogne-et-Franche-Comté;299;1;1;1
yes;yes;no;TOULOUSE;Le village;Ecole élémentaire de Lanespède;;65190.0;Lanespède;;;;;;18.0;16.0;;0650554Z;;PUBLIC;76;Occitanie;147;1;1;1
yes;yes;no;TOULOUSE;346 rue Pasteur;Ecole maternelle Paul Baratgin;;65300.0;Lannemezan;;;;;;50.0;43.0;;0650645Y;;PUBLIC;76;Occitanie;5940;0;0;1
yes;yes;no;TOULOUSE;Avenue de Lesponne;Ecole élémentaire de Loures-Barousse;;65370.0;Loures-Barousse;;;;;;101.0;103.0;;0650719D;;PUBLIC;76;Occitanie;611;0;1;1
yes;yes;no;TOULOUSE;474 Boulevard des Tilleuls;Ecole primaire Bourtoulets;;65300.0;Lannemezan;;;;;;102.0;93.0;;0650928F;;PUBLIC;76;Occitanie;5940;0;0;1
yes;yes;no;MONTPELLIER;Rue Damien Benizet;Ecole maternelle de Saint-Laurent-de-Cerdans;;66260.0;Saint-Laurent-de-Cerdans;;;;;;33.0;5.0;;0660385K;;PUBLIC;76;Occitanie;1173;0;1;1
yes;no;no;ROUEN;89 rue Alexandre Papin;Ecole maternelle Pierre Brossolette;;76470.0;Le Tréport;;;;;;69.0;;;0761567R;;PUBLIC;28;Normandie;5116;0;0;1
yes;yes;no;ROUEN;95 avenue Aristide Briand;Ecole maternelle Marie Curie;;27930.0;Gravigny;;;;;;157.0;145.0;;0270093E;;PUBLIC;28;Normandie;3984;0;0;1
yes;no;no;DIJON;Le bourg;Ecole de Champlecy;;71120.0;Champlecy;;;;;;20.0;;;0710841D;;PUBLIC;27;Bourgogne-et-Franche-Comté;219;1;1;1
yes;no;no;DIJON;15 rue Clos Laval;Ecole de Saint-Martin-sous-Montaigu;;71640.0;Saint-Martin-sous-Montaigu;;;;;;13.0;;;0711047C;;PUBLIC;27;Bourgogne-et-Franche-Comté;368;1;1;1
yes;yes;no;DIJON;Le bourg;Ecole maternelle de la Chapelle-de-Guinchay;;71570.0;La Chapelle-de-Guinchay;;;;;;163.0;141.0;;0711276B;;PUBLIC;27;Bourgogne-et-Franche-Comté;3943;0;0;1
yes;no;no;DIJON;Rue des Preauds;Ecole maternelle de Prissé;;71960.0;Prissé;;;;;;82.0;;;0711280F;;PUBLIC;27;Bourgogne-et-Franche-Comté;1937;0;1;1
yes;no;no;ROUEN;Rue Général de Gaulle;Ecole maternelle Maurice Genevoix;;76240.0;Belbeuf;;;;;;63.0;;;0762415M;;PUBLIC;28;Normandie;1966;0;1;1
yes;no;no;LYON;47 avenue Ferdinand Buisson;Ecole maternelle Ferdinand Buisson;;69500.0;Bron;;;;;;155.0;;;0690444H;;PUBLIC;84;Auvergne-et-Rhône-Alpes;38746;0;0;0
yes;yes;no;BORDEAUX;Le bourg;Ecole primaire de Champagne-et-Fontaine;;24320.0;Champagne-et-Fontaine;;;;;;40.0;35.0;;0240488A;;PUBLIC;75;Nouvelle-Aquitaine;405;1;1;1
